EPr: 0.648936170212766, AP: 0.7281951340450706, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.4656084656084656, AP: 0.5450154597906978, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 2 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5291005291005291, AP: 0.6010884986403239, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 1 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5343915343915344, AP: 0.5807073091394552, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 4 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5026455026455027, AP: 0.5659074970893472, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 3 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5447349751105774, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 5 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5189627698052854, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 6 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5531914893617021, AP: 0.5810822115209147, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 8 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5464838934141218, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 7 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5672869166008531, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5478723404255319, AP: 0.5983687460763372, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 9 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7936507936507936, AP: 0.8466130484172055, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 1 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7883597883597884, AP: 0.8639154133020714, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 2 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7619047619047619, AP: 0.8434854682216458, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 3 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.783068783068783, AP: 0.8618682768429586, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 4 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7819148936170213, AP: 0.830200105276552, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 6 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.776595744680851, AP: 0.8510160301535183, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 5 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7819148936170213, AP: 0.8532072774469248, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 7 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7872340425531915, AP: 0.8710197877552984, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 8 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.8031914893617021, AP: 0.8810348921129847, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.7872340425531915, AP: 0.8676330913853898, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: GCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 9 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6296296296296297, AP: 0.7451240457939774, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 2 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6296296296296297, AP: 0.6956837004792028, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 1 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6243386243386243, AP: 0.7310181013140244, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 3 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6296296296296297, AP: 0.7232166552239087, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 4 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6223404255319149, AP: 0.6849449655127604, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 6 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.675531914893617, AP: 0.7541281305953877, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 5 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6436170212765957, AP: 0.7123015134120825, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 8 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6702127659574468, AP: 0.7325725826213105, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 7 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6276595744680851, AP: 0.7078048690676683, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 9 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6382978723404256, AP: 0.7179449740788965, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-IP-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5185185185185185, AP: 0.5490224116088054, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 1 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.4656084656084656, AP: 0.5210193390436427, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 2 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5185185185185185, AP: 0.5264241196852297, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 4 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5079365079365079, AP: 0.5237753553673145, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 3 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5168076041635191, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 5 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48404255319148937, AP: 0.501218667876236, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 6 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5372340425531915, AP: 0.5413369866265668, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 8 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48936170212765956, AP: 0.5353935806763629, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 7 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.48404255319148937, AP: 0.5390234220919545, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.5425531914893617, AP: 0.5583742142369678, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-TF-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 9 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6613756613756614, AP: 0.74325820673961, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 2 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.656084656084656, AP: 0.6841165163824534, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 1 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6296296296296297, AP: 0.7326167121166933, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 3 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.656084656084656, AP: 0.7136443533509252, Nodes: 449, Edges: 1884 , Test Edges: 189 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 4 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6436170212765957, AP: 0.7001301072276962, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 6 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6702127659574468, AP: 0.7344779609571357, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 5 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6808510638297872, AP: 0.7274841138853031, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 7 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6648936170212766, AP: 0.7038323791241051, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 8 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.648936170212766, AP: 0.727585703813485, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 10 , rand_ID: 2019 , NumGCNs: 2
EPr: 0.6382978723404256, AP: 0.7135927678739413, Nodes: 449, Edges: 1884 , Test Edges: 188 , kTrain: 1 , kTest: 1 , Type: DGCN-RS-E , ExpressionData: /home/malabika/GRN/hsc_combined1k.csv , Network: /home/malabika/GRN/STRINGc700.csv , CV_ID: 9 , rand_ID: 2019 , NumGCNs: 2
